"CIT","DIS","DOU","EDI","EHHS","HH050","HHS","HID","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS100","HS110","HY010","HY020","HY025","HY030","HY040","HY050","HY060","HY070","HY080","HY090","HY100","HY110","HY120","HY130","HY140","INC","PROV","REG","SOC","UEP","stratum","N_h","n_h","inclusion_prob","design_weight","S"
852,"22","2",26437.4282603194,2.8,1,5,"2338177","1","1","1","1","1","2","1","1","1","1",85871.1298070455,74024.7991288943,1,12455.1199507203,0,314.10403398823,0,0,5113.8152256608,284.571661401065,0,0,25.3683545834804,757.870843339288,11063.0914802284,67703.518935275,"6","3",3632.51893527503,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1017,"27","2",44710.1379692796,1,1,1,"896315","1","1","1","1","1","1","1","1","1","1",46953.8089533769,44710.1379692796,1,7346.21558839967,0,0,0,4981.67835857919,6295.4489171505,0,0,0,0,254.779842095361,1988.89114200192,28330.4660892476,"7","3",67.4660892475583,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1003,"27","2",16222.5890545504,2,1,3,"2553394","1","1","1","2","1","2","1","1","1","1",39369.9843251027,32445.1781091009,1,0,0,356.526005153693,0,0,10455.5880323052,0,0,0,17.114226697206,2591.81236604098,4315.87962326361,28557.8702876437,"7","3",25687.8702876437,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
919,"24","2",34767.028523608,2,1,3,"2361368","2","2","2","1","1","1","1","1","1","1",73774.2509737368,69534.0570472159,1,0,0,455.225748483222,0,0,8192.22171008587,0,0,0,0,4240.19392652088,0,65126.8035151677,"7","3",5758.50228064395,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
984,"26","2",29320.9796323471,2,1,3,"1877783","1","1","1","1","1","1","1","1","1","1",60316.0314892466,58641.9592646943,1,0,0,425.440299307057,0,0,6525.73295384645,0,0,0,51.7275958320964,476.846733775188,1145.49789494502,53364.8582360931,"7","3",28379.8582360931,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
920,"24","2",6158.12616535587,1,1,1,"1435926","1","1","1","2","1","2","1","1","1","1",8567.36606417498,6158.12616535587,1,0,0,0,0,0,0,0,0,0,0,499.126501948177,1910.11339687094,8567.36606417498,"7","3",168.366064174985,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1142,"30","2",8700.71295767081,2,1,3,"2319181","2","2","2","2","1","1","1","1","1","1",19203.0110038419,17401.4259153416,1,0,0,306.653177400329,0,0,9686.34513169527,0,0,0,183.760451067092,294.917440140098,1322.90719729304,9210.01269474626,"8","3",133.012694746256,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1017,"27","2",20650.0071758558,2,1,3,"895821","1","1","1","2","1","2","1","1","1","1",46202.1097495888,41300.0143517116,1,0,0,0,14233.6959068317,0,10915.5961468816,0,0,0,0,1887.24469675496,3014.8507011222,21052.8176958756,"7","3",440.623936431399,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
901,"24","2",-2290.39784057547,1.5,2,2,"706443","2","2","2","2","1","2","1","1","1","3",12376.3028623697,-3435.5967608632,1,0,0,0,0,0,6390.59614688158,0,4319.67871994616,0,135.713193793278,152.226580882538,11204.2811286109,5985.70671548812,"7","3",5353.84836538059,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
934,"25","2",19905.1788088858,1.5,1,2,"1773114","1","1","1","2","1","2","1","1","1","1",47573.9355504105,29857.7682133287,1,0,0,0,3048.42562423981,2840.59032876301,10164.0923127532,0,0,0,0,0,17716.1673370818,31520.8272846545,"7","3",481.613577050983,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
828,"22","2",53919.2990802963,1.5,1,2,"2745420","1","1","1","1","1","1","1","1","1","1",103346.360838618,80878.9486204445,1,0,5559.44778989069,0,0,0,8092.65755563974,0,0,0,32.8994927769271,2576.09764729768,19858.4150780989,89694.2554930875,"6","3",331.823101312439,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1160,"30","2",495.918324617406,1,1,1,"2716628","2","2","2","1","1","1","1","1","1","2",495.918324617406,495.918324617406,1,0,0,0,495.918324617406,0,0,0,0,0,0,0,0,0,"8","3",0,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
967,"26","2",14031.3455520066,1.6,2,3,"2815696","2","2","2","1","1","1","1","1","3","3",26362.8086275945,22450.1528832106,1,0,0,468.233992240201,0,0,10484.4182014465,0,0,0,67.9255531571037,422.807890279889,3421.9223009469,15410.1564339077,"7","3",117.156433907733,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1095,"29","2",331344.973752474,1.8,1,3,"818358","1","1","1","1","1","1","1","1","1","1",73118.4369471289,66268.9947504948,9,0,0,0,143.628456665408,0,5594.07836049795,0,0,0,0,4804.00066340307,2045.44153323099,67380.7301299655,"8","3",1101.81972207839,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1140,"30","2",47666.9551793113,1.5,1,2,"3422467","1","1","1","1","1","1","1","1","1","1",71662.1404963964,71500.432768967,1,5319.26724288776,0,0,0,0,9913.35187405348,0,0,0,17.526987144961,144.180740284503,0,56429.5213794552,"8","3",43593.9721644369,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1069,"28","2",32841.9619189325,2,1,3,"3445438","1","1","1","1","1","1","1","1","1","1",83051.5625935714,65683.9238378649,1,5046.13150146097,0,3120.39519977056,0,0,5906.14007115364,0,0,0,0,486.955402685679,16880.6833530208,68978.8958211862,"8","3",7104.91772341338,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1011,"27","2",19469.4787178617,1.8,1,3,"2896883","1","1","1","2","1","1","1","1","1","1",44592.7377898299,35045.0616921511,1,0,0,415.593133373382,0,0,7052.65486389399,275.228783853659,0,0,0,1305.04616879369,8242.62992888507,36849.2610087088,"7","3",674.640118397246,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
920,"24","2",22087.814594368,1,1,1,"1433834","1","1","1","1","1","2","1","1","1","1",22087.814594368,22087.814594368,1,1436.22810297143,0,0,0,0,5774.94268417358,0,0,0,0,0,0,14876.643807223,"7","3",3202.24700746204,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
901,"24","2",0,1.3,1,2,"709754","1","1","1","2","1","2","1","1","1","3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","3",0,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1102,"29","2",42114.2617233043,1,1,1,"2634262","2","2","2","1","1","1","1","1","1","3",47417.6397761858,42114.2617233043,1,4559.28162799096,0,0,0,0,9992.49989241362,0,0,0,211.360705422929,1472.07681304286,3619.94053441565,32865.8582557812,"8","3",111.085195125737,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
901,"24","2",36669.0653655551,3,1,5,"710333","1","1","1","1","1","1","1","1","1","1",120050.429802435,110007.196096665,1,1031.2502775134,0,3287.1362069193,11593.1549886984,0,5875.56310743093,11820.3206573388,0,0,0,1013.4648343296,9029.76887144041,86443.0045645346,"7","3",10549.5318058128,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
851,"22","2",32036.5868341259,2.8,1,5,"51283","1","1","1","2","1","1","1","1","1","1",95174.7245521589,89702.4431355525,1,5652.99583717013,0,2792.13568210732,6676.26029815408,0,8525.10379701853,168.399801599521,0,0,0,4091.30423279933,1380.97718380705,71359.8291361093,"6","3",15658.9038800179,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1003,"27","2",11960.5725680703,1.8,1,3,"2551030","1","1","1","1","1","1","1","1","1","1",22995.7644511871,21529.0306225266,1,0,0,340.329205116569,0,0,10832.1331858635,0,0,0,27.8681830090424,1438.86564565147,0,11823.3020602071,"7","3",8431.30206020708,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1011,"27","2",18180.113292389,2.8,1,5,"2898097","1","1","1","2","1","2","1","1","1","1",71100.0421552459,50904.3172186891,1,0,0,0,290.837551812842,0,10279.2031824589,49.3286931101256,0,0,0,2086.80508194724,18108.9198546096,60480.672727864,"7","3",6565.84562693269,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
930,"25","2",54951.4079546922,2,1,3,"2316263","1","1","1","1","1","1","1","1","1","1",110730.03810017,109902.815909384,1,6854.69130405411,16510.5011519168,481.258908406245,0,0,9670.88689953089,39709.3882455319,0,0,0,827.222190785417,0,37503.3115907298,"7","3",13183.6286440446,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1142,"30","2",17866.3497776803,1.5,1,2,"2321181","1","1","1","1","1","2","1","1","1","1",35994.2094221055,26799.5246665204,1,10860.3599582584,0,106.683248113878,0,0,10497.3182410002,0,0,0,0,7505.80729923807,1688.87745634705,14529.8479747331,"8","3",512.847974733082,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1003,"27","2",33185.6500810377,1.5,1,2,"2550397","2","2","2","1","1","1","1","1","1","1",49778.4751215565,49778.4751215565,1,0,0,0,0,0,6812.68071979284,0,0,0,0,0,0,42965.7944017637,"7","3",4157.38616506639,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1030,"27","2",33776.7221192038,2,1,3,"1868880","2","2","2","1","1","1","1","1","1","1",71279.2995650103,67553.4442384076,1,0,0,413.491388159106,3509.82017834745,0,8715.9999281168,0,0,0,19.1360521637485,3706.71927443892,0,58639.9880703869,"7","3",2423.89886492655,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1126,"30","2",31777.2913532884,2.5,1,4,"1630003","2","2","2","1","1","1","1","1","1","1",89050.9616545039,79443.228383221,1,0,0,723.559090993935,413.160613741807,0,5577.09123194218,0,0,0,0,9012.17453775039,595.558733532431,82337.1507178259,"8","3",4086.15071782593,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1004,"27","2",775720.77835717,1.8,1,3,"2916829","2","2","1","1","1","1","1","1","1","1",161414.025685673,155144.155671434,9,7319.99936220562,0,447.660225440734,0,0,8654.75661605597,0,0,0,100.207626536251,2829.62340209794,3340.03898560466,144991.60948197,"7","3",7657.23051684821,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
967,"26","2",17878.9300210392,1.5,1,2,"2815811","1","1","1","1","1","1","1","1","1","1",31513.0663667438,26818.3950315588,1,2074.82037224619,0,0,0,0,9500.07597506046,0,0,0,0,0,4694.67133518495,19938.1700194371,"7","3",4436.21725066736,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
828,"22","2",30353.8371197055,1.5,1,2,"2744594","1","1","1","1","1","1","1","1","1","1",49659.0517641294,45530.7556795582,1,3161.97432105765,5432.15785611048,0,341.192637361474,0,6037.04156726599,0,0,0,21.7486886124825,3121.65616704214,984.891228916515,34686.6853823338,"6","3",12207.6853823338,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
828,"22","2",40520.401709819,1.5,1,2,"2743707","1","1","1","1","1","1","1","1","1","1",74272.4690705656,60780.6025647285,1,5605.76415871584,0,0,0,1149.66944528332,7000.65749883652,0,0,0,48.639606154724,1404.73642180883,12038.4904778735,60516.3779677299,"6","3",262.377967729946,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
930,"25","2",21903.9231284447,2,2,3,"2315314","2","2","2","1","1","1","1","1","1","3",49650.8737484175,43807.8462568895,1,4296.49757816421,0,436.682264916641,0,0,7108.65041464567,0,0,0,31.4396215246106,5811.58787000338,0,37809.043490691,"7","3",6481.60361245819,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
903,"24","2",46428.7454870832,2,1,3,"2631457","1","1","1","1","1","1","1","1","1","1",100009.239644532,92857.4909741663,1,0,0,473.044646161785,3323.30429257454,0,6944.57479566336,0,0,0,0,1157.92654186148,5993.82212850446,89268.3159101326,"7","3",350.955892010978,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
930,"25","2",7405.7994567589,1.8,1,3,"2315612","1","1","1","2","1","1","1","1","1","1",18859.0995849773,13330.439022166,1,3663.15918145159,0,0,0,0,8119.59321647882,0,0,0,0,3294.43272549767,2234.22783731363,7076.34718704692,"7","3",2034.42912150734,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1142,"30","2",29536.555478323,2.8,1,5,"2318899","1","1","1","1","1","1","1","1","1","1",106625.833510317,82702.3553393044,1,0,0,413.951472697575,0,0,7886.38046979904,12371.8275391883,0,1424.2470428788,0,870.87568352218,23052.6024874907,84529.4269857535,"8","3",337.275011945986,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
903,"24","2",17174.0543226789,1.5,1,2,"2631081","1","1","1","1","1","1","1","1","1","1",25985.343633385,25761.0814840184,1,3132.41300544217,0,0,0,0,7417.37634390593,701.218176445232,0,0,193.997527236473,30.264622130096,0,14734.3361075916,"7","3",37.3361075916421,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
934,"25","2",26641.885236777,2.5,1,4,"1776210","2","2","2","1","1","1","1","1","1","1",75041.9171283579,66604.7130919426,1,0,0,1242.6513948633,23533.1563618195,0,7879.08164411783,35.2035716051981,0,0,0,4061.17257464889,4376.03146176646,42351.8241559521,"7","3",499.990427121841,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1003,"27","2",21862.2718039525,2,1,3,"2552748","2","2","2","1","1","1","1","1","1","1",52227.137238479,43724.5436079051,1,6566.04837658382,0,0,0,0,6257.34395980835,0,0,0,41.3947729709465,0,8461.19885760295,39403.7449020868,"7","3",6668.68497564473,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
927,"24","2",29498.228748675,1,1,1,"2049889","1","1","1","1","1","1","1","1","1","1",41080.5422686442,29498.228748675,1,0,0,0,0,0,5703.92005294561,0,0,0,0,8528.6475189632,3053.66600100601,35376.6222156986,"7","3",34417.3116020941,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1017,"27","2",25180.0355367984,1,1,1,"896420","2","2","2","2","1","2","1","1","1","3",26704.9636778008,25180.0355367984,1,0,0,0,0,0,11145.8508148789,0,0,0,115.947208669852,1408.98093233258,0,15559.1128629219,"7","3",15559.1128629219,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
828,"22","2",28471.2895010032,1.5,1,2,"2745371","1","1","1","1","1","1","1","1","1","1",64570.5200515114,42706.9342515048,1,11341.9585871893,0,1132.9098114395,0,0,6242.37553775311,0,0,0,74.2634018471255,3518.40704843555,18270.915349724,45853.2761151295,"6","3",191.123444195031,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1003,"27","2",22783.1979040289,1.8,1,3,"2550867","2","2","2","1","1","2","1","1","1","1",57951.9525416041,41009.756227252,1,0,0,0,0,0,6107.22903758287,2821.69411808487,0,0,0,193.107400461526,16749.0889138906,49023.0293859364,"7","3",2600.51993860042,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1140,"30","2",0,1.3,1,2,"3422301","1","1","1","1","1","1","1","1","1","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"8","3",0,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
920,"24","2",17214.3627097443,2.5,1,4,"1434107","2","2","2","1","1","1","1","1","1","1",45140.2877734201,43035.9067743608,1,0,0,617.95310214824,958.876674658153,0,8563.02348822355,1745.0163703969,0,0,90.3209686958185,1011.15339761898,1002.90663274449,33255.4181379932,"7","3",3159.22316487078,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1140,"30","2",88495.2916827943,1,1,1,"3423831","2","2","2","1","1","1","1","1","1","1",94174.7358411503,88495.2916827943,1,1360.9164461066,0,0,0,0,10775.1032739878,0,0,0,36.9701108899154,2984.15162073503,2658.32242673109,82038.716121056,"8","3",747.109447524822,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
991,"26","2",14952.6855979299,2.3,1,4,"673596","1","1","1","2","1","1","1","1","1","1",77143.3911216842,34391.1768752387,1,3046.41829231903,0,560.776400186224,1195.49055893246,812.838870965671,10973.5854148865,288.330452645556,0,0,30.2974912228622,881.67749415396,41840.2392610687,60265.9511317488,"7","3",21770.5167316091,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1142,"30","2",39293.7201484372,2,1,3,"2320634","1","1","1","1","1","1","1","1","1","1",91272.0788747628,78587.4402968744,1,4508.40425033415,0,339.214705998055,15.9867324266396,0,9211.81269735098,0,0,0,36.9428192258812,563.436951822601,12084.2588068399,77196.660488653,"8","3",979.450279665915,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
994,"27","2",6813.2834684263,1,1,1,"1717363","2","2","2","1","1","1","1","1","1","3",20836.1359271808,6813.2834684263,1,0,0,0,0,0,10818.2378351688,0,0,0,50.440989279612,2995.42637596535,10976.9850935095,10017.898092012,"7","3",10017.898092012,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1155,"30","2",31871.7182310242,2.8,1,5,"3498652","2","2","2","1","1","1","1","1","1","1",109698.338085274,89240.8110468679,1,7692.57657712419,0,2849.6256439139,22599.5820740135,0,6147.21313118935,0,0,0,61.8670732176537,683.709440322968,19711.950524865,70409.3406590325,"8","3",16936.3406590326,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1017,"27","2",-799.192415294524,1,1,1,"897507","1","1","1","1","1","1","1","1","1","3",109.440228852108,-799.192415294524,1,0,0,0,0,0,0,0,0,0,0,908.632644146632,0,109.440228852108,"7","3",109.440228852108,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
907,"24","2",15950.5954776844,1.5,1,2,"112053","1","1","1","1","1","1","1","1","1","1",24087.3978737999,23925.8932165266,1,3296.5110939987,0,115.575924210064,89.7268266044557,0,6831.32724016905,253.933491099202,0,0,0,161.504657273267,0,13500.3232977184,"7","3",8104.32329771844,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
903,"24","2",29238.8210957601,2,1,3,"2631565","2","2","2","1","1","1","1","1","1","1",61224.1930664303,58477.6421915203,1,0,0,630.43758651997,0,1065.55251357083,5578.59948575497,0,0,0,9.68427079373272,0,2736.86660411633,53949.6034805845,"7","3",3885.60348058455,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1004,"27","2",7530.48605849234,1.5,1,2,"2917466","2","2","2","2","1","2","3","1","1","3",11626.1911491649,11295.7290877385,1,5700.12421760287,0,0,0,4426.0324115173,0,0,0,0,39.1521318270173,53.319641704266,237.990287895128,1500.03452004476,"7","3",1500.03452004476,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
852,"22","2",16941.2645282026,1.8,1,3,"2338805","2","2","2","2","1","1","1","1","1","1",32898.4798655141,30494.2761507646,1,0,0,1609.14629473963,0,0,6502.91655212641,0,0,0,15.9019049968151,247.379081554008,2140.9227281987,24786.4170186481,"6","3",6746.32557806801,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
852,"22","2",180154.407695266,3.5,1,6,"2339539","2","2","2","1","1","1","1","1","1","1",95434.5139851708,90077.203847633,7,0,0,6707.79222961793,1184.2375737413,0,5465.2062818408,12.1494461179804,0,0,0,3816.82892016632,1540.48121737145,82065.1284538528,"6","3",20575.0946198175,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1126,"30","2",13703.8743339071,2,1,3,"1627412","1","1","1","1","1","1","1","1","1","1",29748.2903587301,27407.7486678142,1,47.367267060023,0,460.662220483129,0,0,8210.37124842405,0,0,0,104.926024452201,0,2235.6156664637,21029.8896227629,"8","3",20808.7218051399,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1030,"27","2",24904.4440048819,1.5,1,2,"1869729","1","1","1","1","1","1","1","1","1","1",37938.7497567801,37356.6660073228,1,0,0,0,0,0,9685.98129153252,0,0,0,0,0,582.083749457249,28252.7684652476,"7","3",15597.7684652476,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1106,"29","2",36512.5386944074,2.6,1,5,"4531","1","1","1","1","1","1","1","1","1","1",106976.102123781,94932.6006054591,1,9298.17458786193,0,4330.70283159144,653.229065198598,0,10408.1346452236,251.12346440664,0,0,61.878416146934,1850.27199099958,10131.3511111755,82034.7375294989,"8","3",2614.06550073076,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
967,"26","2",54929.0767482288,2.1,1,4,"2817905","1","1","1","1","1","1","1","1","1","1",11798.552384715,10486.46010648,11,0,0,0,2745.08010669162,0,5133.27207714319,15.6049011605512,0,0,42.4101205708552,0,1269.68215766415,3904.59529971968,"7","3",775.595299719684,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1003,"27","2",94.8422602883028,1,1,1,"2552191","1","1","1","2","1","2","1","1","1","2",175.204869702002,94.8422602883028,1,0,0,175.204869702002,0,0,0,0,0,0,80.3626094136992,0,0,0,"7","3",0,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
994,"27","2",8003.10390271995,1.3,1,2,"1714812","2","2","2","1","1","1","1","1","1","3",10404.0350735359,10404.0350735359,1,7800.7714151158,0,0,0,0,0,0,0,0,0,0,0,2603.26365842013,"7","3",2603.26365842013,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1053,"28","2",75725.1568116383,1.5,1,2,"3748957","2","2","2","1","1","1","1","1","1","1",122369.415114601,113587.735217457,1,16720.535007373,0,1382.02229750108,142.440366849401,0,9582.45614916086,0,0,0,0,733.041785545384,8048.63811159854,94541.961293717,"8","3",4282.79705154654,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
966,"26","2",105030.477411975,3.3,1,6,"691878","1","1","1","1","1","1","1","1","1","1",64458.2000890787,57766.7625765865,6,0,0,1569.95445760423,3872.63548219043,0,10121.4515715837,235.110882865186,0,0,0,188.771509685132,6502.66600280714,48659.0476948351,"7","3",1695.82839620604,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
927,"24","2",29612.6899404144,1,1,1,"2050720","1","1","1","1","1","1","1","1","1","1",44846.6438912992,29612.6899404144,1,0,0,112.558917388236,0,0,9761.21777296066,0,0,0,40.589378833808,1730.14511692524,13463.2194551257,34972.8672009503,"7","3",35.3981788276602,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1011,"27","2",264827.90057164,2.5,1,4,"2897344","1","1","1","1","1","1","1","1","1","1",71611.1020824458,60188.1592208273,11,7110.1637763218,0,934.098412447693,1021.89019302368,0,9326.57006382942,56.1094131236058,0,0,0,2286.72789835325,9136.21496326524,53162.2702236995,"7","3",7198.54776885529,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1004,"27","2",2460.30285237232,1.6,1,3,"2917295","1","1","1","2","2","1","1","1","1","1",4624.30321913612,3936.48456379572,1,0,0,0,2217.26653079198,0,0,0,0,0,0,687.818655340399,0,2407.03668834414,"7","3",2338.85030121084,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
994,"27","2",18018.4626485897,2.4,1,5,"1715335","1","1","1","2","1","2","1","1","1","1",46398.649146738,43244.3103566153,1,0,0,2001.67656651945,493.654399617743,0,5840.35476148129,14.7966069446388,0,0,0,3154.33879012268,0,38048.1668121749,"7","3",11625.4103358101,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1126,"30","2",26718.3495495289,2.8,1,5,"1626675","2","2","2","1","1","1","1","1","1","1",89205.7569910507,74811.378738681,1,350.4026089656,0,2159.43716309029,16913.5958649854,0,7214.28348720074,0,0,0,14.1867268061475,3267.44509671457,11112.746428849,62568.0378668087,"8","3",5365.23928110918,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
982,"26","2",5754.02660109498,1.6,2,3,"1023829","1","1","1","2","2","2","1","1","1","1",12638.1702053363,9206.44256175198,1,0,0,0,545.999580028819,0,9012.70347386599,0,337.040168241281,0,42.9310149995936,2386.7080811793,665.048379164122,3079.46715144147,"7","3",1955.4335278667,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1142,"30","2",29169.8734985771,1.8,1,3,"2320116","1","1","1","1","1","1","1","1","1","1",61534.4614190656,52505.7722974388,1,0,0,0,3070.75198935638,0,9075.03446936607,0,0,0,0,6246.13474249451,2782.55437913232,49388.6749603431,"8","3",13610.7040267811,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1126,"30","2",18033.3837560583,2.8,1,5,"1628664","1","1","1","1","1","1","1","1","1","1",61184.3325388912,50493.4745169633,1,5015.77320644274,0,2177.57077884478,2571.01014379461,0,6479.70021516085,3547.65148389057,0,0,0,0,10690.8580219279,41392.6267107576,"8","3",5254.75470485651,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1007,"27","2",23131.0392876827,2.8,1,5,"1255900","2","2","2","1","1","1","1","1","1","1",71623.9625310296,64766.9100055115,1,4108.62201484052,0,0,0,791.539036701899,8336.26419752836,78.478445209302,0,0,56.2877685935143,0,6800.76475692463,58309.0588367496,"7","3",14219.0833715863,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1017,"27","2",157159.457751712,2.5,1,4,"896483","1","1","1","1","1","1","1","1","1","1",112446.481866544,98224.6610948201,4,7736.15164952516,0,722.561417433768,547.081470140126,0,9465.81601947546,340.48238425687,0,0,0,5617.69951890861,8604.12125281569,93634.388925713,"7","3",23215.5469442334,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1102,"29","2",7558.97563972613,1.3,1,2,"2633861","1","1","1","2","1","1","1","1","1","1",11392.2627665051,9826.66833164396,1,0,0,11392.2627665051,0,0,0,0,0,0,0,1565.59443486109,0,0,"8","3",0,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
994,"27","2",85609.8405542944,2.5,1,4,"1715023","1","1","1","1","1","1","1","1","1","1",22884.4970691866,19456.7819441578,11,0,0,601.583695001537,0,0,5914.17611539364,0,0,0,129.606539020278,0,3298.10858600848,16368.7372587914,"7","3",765.610249633603,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
892,"23","2",34890.7806603307,1.5,1,2,"23105","2","2","2","1","1","1","1","1","1","1",55305.2344037811,52336.170990496,1,0,0,0,0,0,9805.29866963625,0,0,0,13.7508395057381,149.268359324464,2806.04421445485,45499.9357341448,"6","3",200.935734144836,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
966,"26","2",34251.0471744445,2,1,3,"692542","2","2","2","2","1","1","1","1","1","1",81809.0599043541,68502.094348889,1,4273.63674250247,0,0,0,0,9683.20395201445,0,0,0,0,0,13306.9655554651,67852.2192098372,"7","3",408.21920983721,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
828,"22","2",31998.6609439995,1.5,1,2,"2743349","1","1","1","1","1","1","1","1","1","1",48156.4062779309,47997.9914159993,1,0,0,0,0,0,9294.66795027256,0,0,0,59.5257661785837,98.8890957530821,0,38861.7383276584,"6","3",886.759238767126,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
1106,"29","2",25109.1393974468,1.5,1,2,"4310","1","1","1","1","1","1","1","1","1","1",42660.8734113456,37663.7090961702,1,0,0,0,0,0,6824.17822778225,0,0,0,0,2366.92524963897,2630.23906553639,35836.6951835633,"8","3",314.695183563335,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
919,"24","2",13584.4774341502,2,1,3,"2361520","2","2","2","1","1","1","1","1","1","1",67002.3816968874,27168.9548683003,1,6376.32106336837,0,469.560410855473,0,0,4958.24369490147,0,0,0,59.8843668715237,217.367180118891,39556.1752815967,55198.2565277621,"7","3",10576.6371918947,"2","3.2.2",97938,346,0.00353284731156446,283.057803468208,0
